word,conv,word_10,label_10,word_22,label_22,word_5,label_5,word_21,label_21,word_1,label_1
combined,1,of,0,of,0,of,0,of,0,of,0
with�,1,victims,0,victims,0,victims,0,victims,0,victims,0
wars�,0,at,0,at,0,at,0,at,0,at,0
in,0,once,0,once,0,once,0,once,0,once,0
Ukraine,0,say,0,say,0,say,0,say,0,say,0
and,0,Europol,0,Europol,0,Europol,0,Europol,0,Europol,0
the,0,experts,0,experts,0,experts,0,experts,0,experts,0
Middle,0,Artificial,0,Artificial,0,Artificial,0,Artificial,0,Artificial,0
East,0,intelligence,0,intelligence,0,intelligence,0,intelligence,0,intelligence,0
is,0,combined,0,combined,0,combined,0,combined,0,combined,0
fuelling,1,with,0,with,0,with,0,with,0,with,0
a,0,wars,1,wars,1,wars,1,wars,0,wars,1
boom,1,in,0,in,0,in,0,in,0,in,0
in,1,Ukraine,0,Ukraine,0,Ukraine,0,Ukraine,0,Ukraine,0
fraud,0,and,0,and,0,and,0,and,0,and,0
on,1,the,0,the,0,the,0,the,0,the,0
dating,0,Middle,0,Middle,0,Middle,0,Middle,0,Middle,0
and,0,East,0,East,0,East,0,East,0,East,0
social,0,is,0,is,0,is,0,is,0,is,0
media,0,fuelling,1,fuelling,1,fuelling,0,fuelling,1,fuelling,1
apps,0,a,0,a,0,a,0,a,0,a,0
officials,0,boom,1,boom,1,boom,0,boom,1,boom,0
at,0,in,0,in,0,in,0,in,0,in,0
Europol,0,fraud,0,fraud,0,fraud,0,fraud,0,fraud,0
have,0,on,0,on,0,on,0,on,0,on,0
said,0,dating,0,dating,0,dating,0,dating,0,dating,0
Speaking,0,and,0,and,0,and,0,and,0,and,0
to,0,social,0,social,0,social,0,social,0,social,0
the,0,media,0,media,0,media,0,media,0,media,0
Guardian,0,apps,0,apps,0,apps,0,apps,0,apps,0
the,0,officials,0,officials,0,officials,0,officials,0,officials,0
agency,0,at,0,at,0,at,0,at,0,at,0
s,0,Europol,0,Europol,0,Europol,0,Europol,0,Europol,0
top,1,have,0,have,0,have,0,have,0,have,0
financial,0,said,0,said,0,said,0,said,0,said,0
crime,0,Speaking,0,Speaking,0,Speaking,0,Speaking,0,Speaking,0
experts,0,to,0,to,0,to,0,to,0,to,0
said,0,the,0,the,0,the,0,the,0,the,0
scripts,0,Guardian,0,Guardian,0,Guardian,0,Guardian,0,Guardian,0
generated,1,the,0,the,0,the,0,the,0,the,0
by,0,agency,0,agency,0,agency,0,agency,0,agency,0
Artificial+intelligence,0,'s,0,'s,0,'s,0,'s,0,'s,0
enables�,0,top,0,top,0,top,0,top,0,top,0
criminals,0,financial,0,financial,0,financial,0,financial,0,financial,0
to�,0,crime,0,crime,0,crime,0,crime,0,crime,0
target,1,experts,0,experts,0,experts,0,experts,0,experts,0
multiple,0,said,0,said,0,said,0,said,0,said,0
of,0,scripts,0,scripts,0,scripts,0,scripts,0,scripts,0
victims,0,generated,0,generated,0,generated,0,generated,0,generated,0
at+once,0,by,0,by,0,by,0,by,0,by,0
Sebastian,0,artificial,0,artificial,0,artificial,0,artificial,0,artificial,0
Bley,0,intelligence,0,intelligence,0,intelligence,0,intelligence,0,intelligence,0
the,0,enable,0,enable,0,enable,0,enable,0,enable,0
head,1,criminals,0,criminals,0,criminals,0,criminals,0,criminals,0
of,0,to,0,to,0,to,0,to,0,to,0
the,0,target,0,target,0,target,0,target,0,target,0
Europol,0,multiple,0,multiple,0,multiple,0,multiple,0,multiple,0
economic,0,victims,0,victims,0,victims,0,victims,0,victims,0
crime,0,at,0,at,0,at,0,at,0,at,0
team�,0,once,0,once,0,once,0,once,0,once,0
in,0,Sebastian,0,Sebastian,0,Sebastian,0,Sebastian,0,Sebastian,0
the,0,Bley,0,Bley,0,Bley,0,Bley,0,Bley,0
Hague,0,the,0,the,0,the,0,the,0,the,0
said,0,head,0,head,0,head,0,head,1,head,0
There,0,of,0,of,0,of,0,of,0,of,0
is,0,the,0,the,0,the,0,the,0,the,0
a,0,Europol,0,Europol,0,Europol,0,Europol,0,Europol,0
trend,0,economic,0,economic,0,economic,0,economic,0,economic,0
of,0,crime,0,crime,0,crime,0,crime,0,crime,0
more,0,team,0,team,0,team,0,team,0,team,0
and,0,in,0,in,0,in,0,in,0,in,0
more,0,The,0,The,0,The,0,The,0,The,0
cases,0,Hague,0,Hague,0,Hague,0,Hague,0,Hague,0
of,0,saidThere,0,saidThere,0,saidThere,0,saidThere,0,saidThere,0
people,0,is,0,is,0,is,0,is,0,is,0
saying,0,a,0,a,0,a,0,a,0,a,0
I,0,trend,0,trend,1,trend,0,trend,1,trend,0
m,0,of,0,of,0,of,0,of,0,of,0
a,0,more,0,more,0,more,0,more,0,more,0
doctor,0,and,0,and,0,and,0,and,0,and,0
in,1,more,0,more,0,more,0,more,0,more,0
the,0,cases,0,cases,0,cases,0,cases,0,cases,0
war,0,of,0,of,0,of,0,of,0,of,0
zone,0,people,0,people,0,people,0,people,0,people,0
and,0,saying,0,saying,0,saying,0,saying,0,saying,0
asking,0,I,0,I,0,I,0,I,0,I,0
for,0,'m,0,'m,0,'m,0,'m,0,'m,0
funds,0,a,0,a,0,a,0,a,0,a,0
to,0,doctor,0,doctor,0,doctor,0,doctor,0,doctor,0
be,0,in,0,in,0,in,0,in,0,in,0
transferred,0,a,0,a,0,a,0,a,0,a,0
out,0,war,1,war,1,war,1,war,0,war,1
of,0,zone,0,zone,0,zone,0,zone,0,zone,0
the,0,and,0,and,0,and,0,and,0,and,0
zone,0,asking,0,asking,0,asking,0,asking,0,asking,0
They,0,for,0,for,0,for,0,for,0,for,0
say,0,funds,0,funds,0,funds,0,funds,0,funds,0
they,0,to,0,to,0,to,0,to,0,to,0
also,0,be,0,be,0,be,0,be,0,be,0
need,0,transferred,1,transferred,0,transferred,0,transferred,0,transferred,0
to,0,out,0,out,0,out,0,out,0,out,0
get,0,of,0,of,0,of,0,of,0,of,0
the,0,that,0,that,0,that,0,that,0,that,0
family,0,zone,0,zone,0,zone,0,zone,0,zone,0
out,0,They,0,They,0,They,0,They,0,They,0
Burkhard,0,say,0,say,0,say,0,say,0,say,0
M�hl,0,they,0,they,0,they,0,they,0,they,0
the,0,also,0,also,0,also,0,also,0,also,0
overall,0,need,0,need,0,need,0,need,0,need,0
head,1,to,0,to,0,to,0,to,0,to,0
of,0,get,0,get,0,get,0,get,0,get,0
the,0,the,0,the,0,the,0,the,0,the,0
financial,0,family,0,family,0,family,0,family,0,family,0
and,0,out,0,out,0,out,0,out,0,out,0
economic,0,Burkhard,0,Burkhard,0,Burkhard,0,Burkhard,0,Burkhard,0
crime,0,MÃ¼hl,0,MÃ¼hl,0,MÃ¼hl,0,MÃ¼hl,0,MÃ¼hl,0
unit,1,the,0,the,0,the,0,the,0,the,0
at,1,overall,0,overall,0,overall,0,overall,0,overall,0
Europol,0,head,0,head,0,head,0,head,1,head,0
said,0,of,0,of,0,of,0,of,0,of,0
It,0,the,0,the,0,the,0,the,0,the,0
can,0,financial,0,financial,0,financial,0,financial,0,financial,0
involve,1,and,0,and,0,and,0,and,0,and,0
tens,0,economic,0,economic,0,economic,0,economic,0,economic,0
of,0,crime,0,crime,0,crime,0,crime,0,crime,0
thousands,0,unit,0,unit,0,unit,0,unit,0,unit,0
of,0,at,0,at,0,at,0,at,0,at,0
euros,0,Europol,0,Europol,0,Europol,0,Europol,0,Europol,0
in,1,saidIt,0,saidIt,0,saidIt,0,saidIt,0,saidIt,0
one,0,can,0,can,0,can,0,can,0,can,0
case,1,involve,0,involve,0,involve,0,involve,0,involve,0
They,0,tens,0,tens,0,tens,0,tens,0,tens,0
also,0,of,0,of,0,of,0,of,0,of,0
warned,0,thousands,0,thousands,0,thousands,0,thousands,0,thousands,0
of,0,of,0,of,0,of,0,of,0,of,0
a,0,euros,0,euros,0,euros,0,euros,0,euros,0
rise,1,in,0,in,0,in,0,in,0,in,0
in,1,one,0,one,0,one,0,one,0,one,0
bogus,0,case,0,case,0,case,0,case,0,case,0
boss,0,They,0,They,0,They,0,They,0,They,0
scams,0,also,0,also,0,also,0,also,0,also,0
with,0,warned,0,warned,0,warned,0,warned,0,warned,0
fraudsters,0,of,0,of,0,of,0,of,0,of,0
spinning,1,a,0,a,0,a,0,a,0,a,0
an,0,rise,1,rise,1,rise,0,rise,1,rise,0
elaborate,0,in,0,in,0,in,0,in,0,in,0
web,0,bogus,0,bogus,0,bogus,0,bogus,0,bogus,0
of,0,boss,0,boss,0,boss,0,boss,0,boss,0
fake,0,scams,0,scams,0,scams,0,scams,0,scams,0
websites,0,with,0,with,0,with,0,with,0,with,0
fake,0,fraudsters,0,fraudsters,0,fraudsters,0,fraudsters,0,fraudsters,0
CVs,0,spinning,1,spinning,1,spinning,1,spinning,1,spinning,1
and,0,an,0,an,0,an,0,an,0,an,0
inventor,0,elaborate,1,elaborate,0,elaborate,0,elaborate,0,elaborate,0
profile,0,web,1,web,1,web,1,web,1,web,1
to,0,of,0,of,0,of,0,of,0,of,0
target,1,fake,0,fake,0,fake,0,fake,0,fake,0
a,0,websites,0,websites,0,websites,0,websites,0,websites,0
gamut,0,fake,0,fake,0,fake,0,fake,0,fake,0
of,0,CVs,0,CVs,0,CVs,0,CVs,0,CVs,0
victims,0,and,0,and,0,and,0,and,0,and,0
ranging,1,investor,0,investor,0,investor,0,investor,0,investor,0
from,1,profiles,0,profiles,0,profiles,0,profiles,0,profiles,0
personal,0,to,0,to,0,to,0,to,0,to,0
investors,0,target,0,target,0,target,0,target,0,target,0
to,1,a,0,a,0,a,0,a,0,a,0
tax,0,gamut,0,gamut,1,gamut,0,gamut,0,gamut,0
authorities,0,of,0,of,0,of,0,of,0,of,0
The,0,victims,0,victims,0,victims,0,victims,0,victims,0
impact,0,ranging,0,ranging,0,ranging,0,ranging,0,ranging,0
can,0,from,0,from,0,from,0,from,0,from,0
be,0,personal,0,personal,0,personal,0,personal,0,personal,0
devastating,0,investors,0,investors,0,investors,0,investors,0,investors,0
resulting,0,to,0,to,0,to,0,to,0,to,0
in,1,tax,0,tax,0,tax,0,tax,0,tax,0
the,0,authorities,0,authorities,0,authorities,0,authorities,0,authorities,0
loss,1,The,0,The,0,The,0,The,0,The,0
of,0,impact,0,impact,0,impact,0,impact,0,impact,0
life,0,can,0,can,0,can,0,can,0,can,0
savings,0,be,0,be,0,be,0,be,0,be,0
and,0,devastating,0,devastating,0,devastating,0,devastating,0,devastating,0
in,0,resulting,0,resulting,0,resulting,0,resulting,0,resulting,0
some,0,in,0,in,0,in,0,in,0,in,0
cases,1,the,0,the,0,the,0,the,0,the,0
suicide,0,loss,0,loss,0,loss,0,loss,0,loss,0
2023,0,of,0,of,0,of,0,of,0,of,0
smashes,1,life,0,life,0,life,0,life,0,life,0
record,0,savings,0,savings,0,savings,0,savings,0,savings,0
for,0,and,0,and,0,and,0,and,0,and,0
world,0,in,0,in,0,in,0,in,0,in,0
s,0,some,0,some,0,some,0,some,0,some,0
hottest,0,cases,0,cases,0,cases,0,cases,0,cases,0
year,0,suicide,0,suicide,0,suicide,0,suicide,0,suicide,0
by,0,2023,0,2023,0,2023,0,2023,0,2023,0
huge,1,smashes,1,smashes,1,smashes,0,smashes,1,smashes,0
margin,1,record,0,record,0,record,0,record,0,record,0
Rapid,1,for,0,for,0,for,0,for,0,for,0
reduction,1,world,0,world,0,world,0,world,0,world,0
in,1,'s,0,'s,0,'s,0,'s,0,'s,0
fossil,0,hottest,0,hottest,1,hottest,0,hottest,0,hottest,0
fuel,0,year,0,year,0,year,0,year,0,year,0
burning,0,by,0,by,0,by,0,by,0,by,0
urgently,0,huge,0,huge,0,huge,0,huge,0,huge,0
needed,0,margin,0,margin,0,margin,0,margin,0,margin,0
to,0,Rapid,0,Rapid,0,Rapid,0,Rapid,0,Rapid,0
preserve,1,reduction,0,reduction,0,reduction,0,reduction,0,reduction,0
liveable,0,in,0,in,0,in,0,in,0,in,0
conditions,0,fossil,0,fossil,0,fossil,0,fossil,0,fossil,0
say,0,fuel,0,fuel,0,fuel,0,fuel,0,fuel,0
scientists,0,burning,0,burning,0,burning,0,burning,0,burning,0
as,0,urgently,0,urgently,0,urgently,0,urgently,0,urgently,0
climate,0,needed,0,needed,0,needed,0,needed,0,needed,0
damage,0,to,0,to,0,to,0,to,0,to,0
deepens,1,preserve,1,preserve,0,preserve,0,preserve,0,preserve,1
2023,0,liveable,0,liveable,0,liveable,0,liveable,0,liveable,0
smashed,1,conditions,0,conditions,0,conditions,0,conditions,0,conditions,0
the,0,say,0,say,0,say,0,say,0,say,0
record,0,scientists,0,scientists,0,scientists,0,scientists,0,scientists,0
for,0,as,0,as,0,as,0,as,0,as,0
the,0,climate,0,climate,0,climate,0,climate,0,climate,0
hottest,0,damage,0,damage,0,damage,0,damage,0,damage,0
year,0,deepens,0,deepens,0,deepens,0,deepens,0,deepens,0
by,0,2023,0,2023,0,2023,0,2023,0,2023,0
a,0,smashed,1,smashed,1,smashed,0,smashed,1,smashed,0
huge,1,the,0,the,0,the,0,the,0,the,0
margin,1,record,0,record,0,record,0,record,0,record,0
providing,0,for,0,for,0,for,0,for,0,for,0
dramatic,1,the,0,the,0,the,0,the,0,the,0
testimony,0,hottest,0,hottest,1,hottest,0,hottest,0,hottest,0
of,0,year,0,year,0,year,0,year,0,year,0
how,0,by,0,by,0,by,0,by,0,by,0
much,0,a,0,a,0,a,0,a,0,a,0
warmer,0,huge,0,huge,0,huge,0,huge,0,huge,0
and,0,margin,0,margin,0,margin,0,margin,0,margin,0
more,0,providing,0,providing,0,providing,0,providing,0,providing,0
dangerous,0,dramatic,0,dramatic,0,dramatic,0,dramatic,0,dramatic,0
today,0,testimony,1,testimony,1,testimony,1,testimony,1,testimony,1
s,0,of,0,of,0,of,0,of,0,of,0
cliamte,0,how,0,how,0,how,0,how,0,how,0
is,0,much,0,much,0,much,0,much,0,much,0
from,0,warmer,0,warmer,0,warmer,0,warmer,0,warmer,0
the,0,and,0,and,0,and,0,and,0,and,0
cooler,0,more,0,more,0,more,0,more,0,more,0
one,0,dangerous,0,dangerous,0,dangerous,0,dangerous,0,dangerous,0
in,1,today,0,today,0,today,0,today,0,today,0
which,0,'s,0,'s,0,'s,0,'s,0,'s,0
human,0,climate,0,climate,0,climate,0,climate,0,climate,0
civilisation,0,is,0,is,0,is,0,is,0,is,0
developed,1,from,0,from,0,from,0,from,0,from,0
The,0,the,0,the,0,the,0,the,0,the,0
planet,0,cooler,0,cooler,0,cooler,0,cooler,0,cooler,0
was,0,one,0,one,0,one,0,one,0,one,0
1.48C,0,in,0,in,0,in,0,in,0,in,0
hotter,0,which,0,which,0,which,0,which,0,which,0
in,0,human,0,human,0,human,0,human,0,human,0
2023,0,civilisation,0,civilisation,0,civilisation,0,civilisation,0,civilisation,0
compared,0,developed,0,developed,0,developed,0,developed,0,developed,0
with,0,The,0,The,0,The,0,The,0,The,0
the,0,planet,0,planet,0,planet,0,planet,0,planet,0
period,0,was,0,was,0,was,0,was,0,was,0
before,0,1,0,1,0,1,0,1,0,1,0
the,0,hotter,0,hotter,1,hotter,0,hotter,0,hotter,0
mass,0,in,0,in,0,in,0,in,0,in,0
burning,0,2023,0,2023,0,2023,0,2023,0,2023,0
of,0,compared,0,compared,0,compared,0,compared,0,compared,0
fossil,0,with,0,with,0,with,0,with,0,with,0
fuels,0,the,0,the,0,the,0,the,0,the,0
ignited,1,period,0,period,0,period,0,period,0,period,0
the,0,before,0,before,0,before,0,before,0,before,0
climate,0,the,0,the,0,the,0,the,0,the,0
crisis,1,mass,0,mass,0,mass,0,mass,0,mass,0
The,0,burning,0,burning,0,burning,0,burning,0,burning,0
figure,0,of,0,of,0,of,0,of,0,of,0
is,0,fossil,0,fossil,0,fossil,0,fossil,0,fossil,0
very,0,fuels,0,fuels,0,fuels,0,fuels,0,fuels,0
close,1,ignited,1,ignited,1,ignited,0,ignited,1,ignited,1
to,0,the,0,the,0,the,0,the,0,the,0
the,0,climate,0,climate,0,climate,0,climate,0,climate,0
1.5C,0,crisis,0,crisis,0,crisis,0,crisis,0,crisis,0
temperature,0,The,0,The,0,The,0,The,0,The,0
target,1,figure,0,figure,0,figure,0,figure,0,figure,0
set,1,is,0,is,0,is,0,is,0,is,0
by,0,very,0,very,0,very,0,very,0,very,0
countries,0,close,0,close,0,close,0,close,0,close,0
in,0,to,0,to,0,to,0,to,0,to,0
Paris,0,the,0,the,0,the,0,the,0,the,0
in,0,1,0,1,0,1,0,1,0,1,0
2015,0,temperature,0,temperature,0,temperature,0,temperature,0,temperature,0
although,0,target,0,target,0,target,0,target,0,target,0
the,0,set,0,set,0,set,0,set,0,set,0
global,0,by,0,by,0,by,0,by,0,by,0
temperature,0,countries,0,countries,0,countries,0,countries,0,countries,0
would,0,in,0,in,0,in,0,in,0,in,0
need,0,Paris,0,Paris,0,Paris,0,Paris,0,Paris,0
to,0,in,0,in,0,in,0,in,0,in,0
be,0,2015,0,2015,0,2015,0,2015,0,2015,0
consistently,0,although,0,although,0,although,0,although,0,although,0
above,1,the,0,the,0,the,0,the,0,the,0
1.5C,0,global,0,global,0,global,0,global,0,global,0
for,0,temperature,0,temperature,0,temperature,0,temperature,0,temperature,0
the,0,would,0,would,0,would,0,would,0,would,0
target,1,need,0,need,0,need,0,need,0,need,0
to,0,to,0,to,0,to,0,to,0,to,0
be,0,be,0,be,0,be,0,be,0,be,0
considered,0,consistently,0,consistently,0,consistently,0,consistently,0,consistently,0
broken,1,above,0,above,0,above,0,above,0,above,0
Scientists,0,1,0,1,0,1,0,1,0,1,0
at,1,for,0,for,0,for,0,for,0,for,0
the,0,the,0,the,0,the,0,the,0,the,0
EU,0,target,0,target,0,target,0,target,0,target,0
s,0,to,0,to,0,to,0,to,0,to,0
Copernicus,0,be,0,be,0,be,0,be,0,be,0
Climate,0,considered,0,considered,0,considered,0,considered,0,considered,0
Change,0,broken,0,broken,0,broken,0,broken,0,broken,0
Service,0,Scientists,0,Scientists,0,Scientists,0,Scientists,0,Scientists,0
CCCS,0,at,0,at,0,at,0,at,0,at,0
said,0,the,0,the,0,the,0,the,0,the,0
it,0,EU,0,EU,0,EU,0,EU,0,EU,0
was,0,'s,0,'s,0,'s,0,'s,0,'s,0
likely,0,Copernicus,0,Copernicus,0,Copernicus,0,Copernicus,0,Copernicus,0
the,0,Climate,0,Climate,0,Climate,0,Climate,0,Climate,0
1.5C,0,Change,0,Change,0,Change,0,Change,0,Change,0
mark,1,Service,0,Service,0,Service,0,Service,0,Service,0
will,0,CCCS,0,CCCS,0,CCCS,0,CCCS,0,CCCS,0
be,0,said,0,said,0,said,0,said,0,said,0
passed,1,it,0,it,0,it,0,it,0,it,0
for,0,was,0,was,0,was,0,was,0,was,0
the,0,likely,0,likely,0,likely,0,likely,0,likely,0
first,0,the,0,the,0,the,0,the,0,the,0
time,0,1,0,1,0,1,0,1,0,1,0
in,0,mark,0,mark,0,mark,0,mark,0,mark,0
the,0,will,0,will,0,will,0,will,0,will,0
next,0,be,0,be,0,be,0,be,0,be,0
12,0,passed,0,passed,0,passed,0,passed,0,passed,0
months,0,for,0,for,0,for,0,for,0,for,0
The,0,the,0,the,0,the,0,the,0,the,0
average,0,first,0,first,0,first,0,first,0,first,0
temperature,0,time,0,time,0,time,0,time,0,time,0
in,0,in,0,in,0,in,0,in,0,in,0
2023,0,the,0,the,0,the,0,the,0,the,0
was,0,next,0,next,0,next,0,next,0,next,0
0.17C,0,12,0,12,0,12,0,12,0,12,0
higher,1,months,0,months,0,months,0,months,0,months,0
than,0,The,0,The,0,The,0,The,0,The,0
in,0,average,0,average,0,average,0,average,0,average,0
2016,0,temperature,0,temperature,0,temperature,0,temperature,0,temperature,0
the,0,in,0,in,0,in,0,in,0,in,0
previous,0,2023,0,2023,0,2023,0,2023,0,2023,0
record,0,was,0,was,0,was,0,was,0,was,0
year,0,0,0,0,0,0,0,0,0,0,0
marking,1,higher,0,higher,0,higher,0,higher,0,higher,0
a,0,than,0,than,0,than,0,than,0,than,0
very,0,in,0,in,0,in,0,in,0,in,0
large,1,2016,0,2016,0,2016,0,2016,0,2016,0
increase,1,the,0,the,0,the,0,the,0,the,0
in,1,previous,0,previous,0,previous,0,previous,0,previous,0
climate,0,record,0,record,0,record,0,record,0,record,0
terms,0,year,0,year,0,year,0,year,0,year,0
The,0,marking,0,marking,0,marking,0,marking,0,marking,0
primary,0,a,0,a,0,a,0,a,0,a,0
cause,0,very,0,very,0,very,0,very,0,very,0
of,0,large,0,large,0,large,0,large,0,large,0
this,0,increase,0,increase,1,increase,0,increase,0,increase,0
inceased,1,in,0,in,0,in,0,in,0,in,0
global,0,climate,0,climate,0,climate,0,climate,0,climate,0
heating,0,terms,0,terms,0,terms,0,terms,0,terms,0
was,0,The,0,The,0,The,0,The,0,The,0
continued,0,primary,0,primary,0,primary,0,primary,0,primary,0
record,0,cause,0,cause,0,cause,0,cause,0,cause,0
emissions,0,of,0,of,0,of,0,of,0,of,0
of,0,this,0,this,0,this,0,this,0,this,0
carbon,0,increased,0,increased,0,increased,0,increased,0,increased,0
dioxide,0,global,0,global,0,global,0,global,0,global,0
assisted,1,heating,0,heating,0,heating,0,heating,0,heating,0
by,0,was,0,was,0,was,0,was,0,was,0
the,0,continued,0,continued,0,continued,0,continued,0,continued,0
return,1,record,0,record,0,record,0,record,0,record,0
of,0,emissions,0,emissions,0,emissions,0,emissions,0,emissions,0
the,0,of,0,of,0,of,0,of,0,of,0
natural,0,carbon,0,carbon,0,carbon,0,carbon,0,carbon,0
climate,0,dioxide,0,dioxide,0,dioxide,0,dioxide,0,dioxide,0
phenomenon,0,assisted,0,assisted,0,assisted,0,assisted,0,assisted,0
El,0,by,0,by,0,by,0,by,0,by,0
Ni�o,0,the,0,the,0,the,0,the,0,the,0
,,return,0,return,0,return,0,return,0,return,0
,,of,0,of,0,of,0,of,0,of,0
,,the,0,the,0,the,0,the,0,the,0
,,natural,0,natural,0,natural,0,natural,0,natural,0
,,climate,0,climate,0,climate,0,climate,0,climate,0
,,phenomenon,0,phenomenon,0,phenomenon,0,phenomenon,0,phenomenon,0
,,El,0,El,0,El,0,El,0,El,0
,,NiÃ±o,0,NiÃ±o,0,NiÃ±o,0,NiÃ±o,0,NiÃ±o,0
